dhkf⇥	卽使
(亻口吅,KjIqRu,kǎn,CJK)	偘
(亻冖巾,KjYqErUw,dì,CJK)	偙
(亻古攵,KjQmRy,zuò,CJK)	做
(亻千臼,KjHcWi,chā,CJK)	偛
(亻丁,KjWnUe,tíng,CJK)	停
(亻匕⺝,KjNbHsMd,bèi,CJK)	偝
(亻廿㇗木,KjXkPvAj,xiè_yè_zhá,CJK)	偞
(亻白王,KjDyGi,huáng,CJK)	偟
(亻覀女,KjQpSm,yǎo,CJK)	偠
(亻㇗,KjMzVyPv,zhàn,CJK)	偡
(亻禾火,KjZpYv,chǒu_qiào_zōu,CJK)	偢
(亻音,KjAr,yān,CJK)	偣
(亻丷酉,KjVyTi,yóu,CJK)	偤
(亻聿廴,KjUaVv,jiàn,CJK)	健
(亻疋⺝,KjKfMd,xǔ_xū,CJK)	偦
(亻大夕夕,KjXiXuXu,zhā,CJK)	偧
(亻止匕木,KjLdHsAj,cī,CJK)	偨
(亻⺈貝,KjRlIc,fù,CJK)	偩
(亻一口田,KjFhIqSl,bī_fù,CJK)	偪
(亻彳土寸,KjJbBmLw,zhì,CJK)	偫
(亻勹丶心,KjSnBlNg,zǒng_cōng,CJK)	偬
(亻面,KjHf,miǎn,CJK)	偭
(亻口耳,KjIqQg,jí,CJK)	偮
(亻衣口,KjOrIq,yǐ,CJK)	偯
(亻丰刀大,KjZhKgXi,xiè,CJK)	偰
(亻⺁十目,KjOyGlGy,xún,CJK)	偱
(亻田心,KjSlNg,cāi_sī_sǐ,CJK)	偲
(亻山而,KjDsUa,duān,CJK)	偳
(亻貝刂,KjIcKg,cè_zè_zhāi,CJK)	側
(亻⺊貝,KjDhIc,zhēn_zhēng,CJK)	偵
(亻田⽱,KjSlFj,ǒu,CJK)	偶
(亻亼⺝刂,KjTuMdKg,tōu,CJK)	偷
(亻亼⺝巜,KjTuMdJv,tōu,CJK)	偸
(亻丨夂田,KjKsJtSl,bèi,CJK)	偹
(亻夂卜日,KjJtDhJe,zá_zán_zan,CJK)	偺
(亻米女,KjMgSm,lóu_lǚ,CJK)	偻
(亻⺊彐龰,KjDhSiLd,jié,CJK)	偼
(亻丶丿ヿヿヿ灬,KjOeCkYv,wěi_wéi_é_guì,CJK)	偽
(亻十艹贝,KjGlWhDj,fèn,CJK)	偾
(亻龸云,KjXyPd,cháng,CJK)	偿
(亻鬼,KjBy,guī_kuǐ_kuài,CJK)	傀
(亻臼丨又,KjWiKsWi,sǒu,CJK)	傁
(亻⺁虎,KjOyQb,zhì_sī,CJK)	傂
(亻龶糸,KjZhHt,sù,CJK)	傃
(亻大丷目,KjXiVyGy,xiā,CJK)	傄
(亻甫寸,KjGnLw,fù_fū,CJK)	傅
(亻厂白小,KjOyDyOt,yuàn_yuán,CJK)	傆
(亻艹耳,KjWhQg,rǒng,CJK)	傇
(亻覀木,KjQpAj,lì,CJK)	傈
(亻辰寸,KjQnLw,nù,CJK)	傉
(亻口貝,KjIqIc,yùn,CJK)	傊
(亻井王冂,KjBzGiZv,jiǎng_gòu,CJK)	傋
(亻馬,KjGb,mà_mǎ,CJK)	傌
(亻冖方,KjYqErMx,bàng_páng_bēng_péng,CJK)	傍
(亻十目,KjGlGyVy,diān,CJK)	傎
(亻广肀口,KjGpUaIq,táng,CJK)	傏
(亻高,KjWn,hào,CJK)	傐
(亻夕㐄木,KjXuGjAj,jié,CJK)	傑
(亻爫幺大,KjToBlXi,xī_xì,CJK)	傒
(亻户羽,KjFkEh,shàn,CJK)	傓
(亻䒑,KjVySiYv,qiàn_jiān,CJK)	傔
(亻冖隹,KjErVh,jué_què,CJK)	傕
(亻人口,KjSiFkIq,cāng_chéng_chen,CJK)	傖
(亻亠幺田,KjUeBlSl,chù,CJK)	傗
(人人人人人十,SiSiSiGl,sǎn,CJK)	傘
(亻龷丿用,KjXkCkQl,bèi,CJK)	備
(亻六乂攵,KjCaOsRy,xiào,CJK)	傚
(亻宀谷,KjErPu,yǒng_róng,CJK)	傛
(亻爫缶,KjToUs,yáo,CJK)	傜
(亻⺜羽,KjJeEh,tàn_tà,CJK)	傝
(亻⺶工,KjIdNv,suō,CJK)	傞
(亻八厶羽,KjVyNdEh,yǎng,CJK)	傟
(亻言寸,KjMeLw,fá,CJK)	傠
(亻立立,KjYqYq,bìng,CJK)	傡
(亻宀豕,KjErKt,jiā_xiàng,CJK)	傢
(亻㇏氺,KjZhOeHg,dǎi,CJK)	傣
(亻十戈,KjGlIeYf,zài,CJK)	傤
(亻儿,KjXyAh,tǎng,CJK)	傥
(亻骨,KjFv,gǔ,CJK)	傦
(亻宀,KjErOzVy,bīn,CJK)	傧
(亻讠耂日,KjVxRiJe,chǔ,CJK)	储
(亻又隹,KjWiVh,nuó,CJK)	傩
(亻厶厶厶人彡,KjNdNdBl,cān_sǎn_càn_cā_sēn,CJK)	傪
(亻田糸,KjSlHt,lěi,CJK)	傫
(亻山隹,KjDsVh,cuī,CJK)	催
(亻广肀用,KjGpUaQl,yōng_chōng_yòng,CJK)	傭
(亻一曲日,KjFhRwJe,zāo_cáo,CJK)	傮
(亻丿心,KjCkLwNg,zǒng,CJK)	傯
(亻山月月,KjDsMdMd,bēng_péng,CJK)	傰
(亻彳人人龰,KjJbSiLd,sǒng_shuǎng,CJK)	傱
(亻敖,KjTk,ào_áo,CJK)	傲
(亻十田寸,KjGlSlLw,chuán_zhuàn,CJK)	傳
(亻匚口吅,KjEhIqRu,yǔ,CJK)	傴
(亻龶貝,KjZhIc,zhài,CJK)	債
(亻戊⺊一小,KjUcDhOt,zú_qī,CJK)	傶
(亻𠂉日一勹,KjLdJeBl,shāng,CJK)	傷
(亻大乂乂乂乂,KjXiOsOs,chuǎng,CJK)	傸
(亻音儿,KjArAh,jìng,CJK)	傹
(亻示,KjVyDd,chì,CJK)	傺
(亻丿龱八夂,KjCkLwJt,shǎ,CJK)	傻
(亻廿口夫,KjXkIqSv,hàn,CJK)	傼
(亻音十,KjArGl,zhāng,CJK)	傽
(亻頁,KjHsWv,qīng_qǐng,CJK)	傾
(亻一止一ㄅ灬,KjFhLdYv,yàn_yān_yìn,CJK)	傿
(亻冖巾,KjDsErUw,dì,CJK)	僀
(亻丿米心,KjCkMgNg,xiè_sù,CJK)	僁
(亻口丨女,KjSfIqSm,lóu_liǔ_lǚ,CJK)	僂
(亻艹勹用,KjWhSnQl,bèi,CJK)	僃
(亻覀示,KjQpDd,piào_biāo,CJK)	僄
(亻廿口龶,KjXkIqZh,jǐn_jìn,CJK)	僅
(亻車辶,KjJlLt,liàn_lián,CJK)	僆
(亻羽人彡,KjEhSiBl,lù_liáo,CJK)	僇
(亻日罒又,KjJeYtWi,mán_màn,CJK)	僈
(僉,Or,qiān,CJK)	僉
(亻覀大巳,KjQpXiDu,xiān,CJK)	僊
(亻亽ヿ貝,KjTuPvIc,tàn_làn_tǎn,CJK)	僋
(亻車攵,KjJlRy,yíng,CJK)	僌
(亻千里力,KjHcDnAu,dòng,CJK)	働
(亻巳巳龷八,KjDuDuVy,zhuàn_zūn,CJK)	僎
(亻象,KjWp,xiàng,CJK)	像
(亻羊䒑口,KjIdVyIq,shàn,CJK)	僐
(亻丿大口冂口,KjCkXiIq,qiáo_jiǎo,CJK)	僑
(亻穴丿口,KjZiSiIq,jiǒng,CJK)	僒
(亻虫貝,KjJwIc,tuǐ_tuí,CJK)	僓
(亻丷酉寸,KjVyTiLw,zǔn_cuán,CJK)	僔
(亻业⺶㇏,KjOqIdOe,pú_pū_bú,CJK)	僕
(亻壴口,KjHsIq,xī,CJK)	僖
(亻火火冖力,KjYvYvAu,láo_lào,CJK)	僗
(亻尚攵,KjXyRy,chǎng,CJK)	僘
(亻黄,KjBx,guāng,CJK)	僙
(亻大丷日小,KjXiVyOt,liáo_liǎo_lǎo,CJK)	僚
(亻欠,KjMzVyFy,qī,CJK)	僛
(亻癶豆,KjVyEi,chēng_dèng_dēng_téng,CJK)	僜
(亻尸子子子,KjMzYdYd,chán_zhuàn,CJK)	僝
(亻爫丿ヿヿヿ灬,KjToCkYv,wěi,CJK)	僞
(亻幺幺戈人,KjBlBlSi,jī,CJK)	僟
(亻丿米田,KjCkMgSl,bō,CJK)	僠
(亻十田心,KjGlSlNg,huì,CJK)	僡
(亻爫冖夕㐄,KjToErGj,chuǎn_chǔn,CJK)	僢
(亻夫夫日,KjSvSvJe,tiě_jiàn,CJK)	僣
(亻吅田十,KjRuSlGl,dàn_chán_chǎn_shàn_dá,CJK)	僤
(亻土土土一儿,KjBmBmAh,jiǎo_yáo_jiāo,CJK)	僥
(亻小尤,KjWnOtGh,jiù,CJK)	僦
(亻丷囗⺌日,KjVyUdJe,sēng_céng,CJK)	僧
(亻十艹貝,KjGlWhIc,fèn,CJK)	僨
(亻門月,KjAcMd,xiàn,CJK)	僩
(亻予丿冂八口,KjMaCkIq,jú_yù,CJK)	僪
(亻一心,KjFhWuNg,è,CJK)	僫
(亻隹灬,KjVhYv,jiāo_jiào_jiǎo,CJK)	僬
(亻旡旡日,KjUeUeJe,jiàn_zèn,CJK)	僭
(亻立里,KjYqDn,tóng_zhuàng_chòng,CJK)	僮
(亻米夕㐄,KjMgXuGj,lìn_lǐn,CJK)	僯
(木冂木冂人,AjZvAjSi,bó,CJK)	僰
(亻户隹,KjFkVh,gù,CJK)	僱
(亻覀夕㐄,KjQpXuGj,xiān,CJK)	僲
(亻覀米,KjQpMg,sù,CJK)	僳
(亻門日,KjAcJe,xiàn,CJK)	僴
(亻一田一田一,KjFhSlFh,jiāng,CJK)	僵
(亻黽,KjAy,mǐn,CJK)	僶
(亻艹廿㇗木,KjWhXkAj,yè,CJK)	僷
(亻木木示,KjAjAjDd,jìn,CJK)	僸
(亻覀貝,KjQpIc,jià_qiǎ_jie,CJK)	價
(亻口吅木,KjIqRuAj,qiào,CJK)	僺
(亻辟,KjRk,pì,CJK)	僻
(亻曲豆,KjRwEi,fēng,CJK)	僼
(亻禾火心,KjZpYvNg,zhòu_zhōu,CJK)	僽
(亻爫冖心夂,KjToErJt,ài,CJK)	僾
(亻宀井土,KjErBzBm,sài,CJK)	僿
(亻⺷丿扌,KjIdCkIe,yí,CJK)	儀
(亻隹,KjVhZv,jùn,CJK)	儁
(亻曲辰,KjRwQn,nóng,CJK)	儂
(亻亠囗口日一,KjUeUdFh,chán_shàn_tǎn_dàn_zhǎn,CJK)	儃
(亻音心,KjArNg,yì_yī,CJK)	億
(亻田,KjXySl,dàng_dāng,CJK)	儅
(亻艹句攵,KjWhTqRy,jǐng,CJK)	儆
(亻罒一口𧘇,KjYtFhOr,xuān_xuán,CJK)	儇
(亻亼囗⺌日,KjTuUdJe,kuài,CJK)	儈
(亻僉,KjOr,jiǎn,CJK)	儉
(亻木木疋,KjAjAjKf,chù,CJK)	儊
(亻⺈厂八言,KjRlOyMe,dān_dàn_shàn,CJK)	儋
(亻白方攵,KjDyMxRy,jiǎo_jiāo,CJK)	儌
(亻凵八夂,KjMgZvJt,shǎ,CJK)	儍
(亻十戈車,KjGlIeJl,zài,CJK)	儎
(亻歺又米,KjQmWiMg,càn,CJK)	儏
(亻宀一貝,KjErFhIc,bīn_bìn,CJK)	儐
(亻日幺幺灬,KjJeBlYv,án_àn,CJK)	儑
(亻⻗而,KjTfUa,rú,CJK)	儒
(亻士口冖至,KjMfIqCy,tái_tài,CJK)	儓
(亻士乛工一口寸,KjMfPvLw,chóu_dào,CJK)	儔
(亻齐,KjAe,chái,CJK)	儕
(亻臣皿,KjDzZiBk,lán,CJK)	儖
(亻匕矢龴疋,KjHsEuKf,nǐ_yí_yì_ài,CJK)	儗
(亻⺻灬皿,KjUaYvBk,jǐn_jìn,CJK)	儘
(亻虫㠯辶,KjJwUsLt,qiàn,CJK)	儙
(亻艹罒冖夕,KjWhYtXu,méng,CJK)	儚
(亻𠂉卌一夕㐄,KjLdDsGj,wǔ,CJK)	儛
(亻宀心皿丁,KjErNgUe,níng,CJK)	儜
(亻火火冖木,KjYvYvAj,qióng,CJK)	儝
(亻一,KjFhKt,nǐ,CJK)	儞
(亻貝,KjXyIc,cháng,CJK)	償
(亻巛,KjJvQk,liè_là,CJK)	儠
(亻田田田,KjSlSlSl,lěi_léi_lèi,CJK)	儡
(亻虍田心,KjQbSlNg,lǚ,CJK)	儢
(亻广黄,KjGpBx,kuǎng,CJK)	儣
(亻日龷八氺,KjJeXkHg,bào,CJK)	儤
(亻士罒貝,KjMfYtIc,yù_dí_dú,CJK)	儥
(亻鹿灬,KjCuYv,biāo,CJK)	儦
(亻夫夫貝,KjSvSvIc,zǎn,CJK)	儧
(亻斤斤貝,KjOzOzIc,zhì,CJK)	儨
(亻貝日勹,KjIcJeBl,sì,CJK)	儩
(亻心夂,KjWvNgJt,yōu,CJK)	優
(亻豕,KjWnKt,háo,CJK)	儫
(亻龶⺝見,KjZhMdSc,qìng,CJK)	儬
(亻立木見,KjYqAjSc,chèn_qìn_qīn,CJK)	儭
(亻厂禾禾止,KjOyZpLd,lì,CJK)	儮
(亻丷夫馬,KjVySvGb,téng,CJK)	儯
(亻艹爫丿ヿヿヿ灬,KjWhToYv,wěi,CJK)	儰
(亻立⺝{龍字边},KjYqMdIa,lǒng_lòng_lóng,CJK)	儱
(亻言耂日,KjMeRiJe,chǔ_chú,CJK)	儲
(亻匕匕兔,KjZhHsZh,chán_chàn,CJK)	儳
(亻衣吅井一,KjOrRuFh,ráng_xiāng,CJK)	儴
(亻丨夂黑,KjKsJtUc,shū_tiáo,CJK)	儵
(亻山隹冂八口,KjDsVhIq,huì_xié,CJK)	儶
(亻一一鹿,KjFhMdCu,lì_lí,CJK)	儷
(亻罒糹隹,KjYtHtVh,luó,CJK)	儸
(亻⺧儿⺧儿貝,KjLzAhIc,zǎn,CJK)	儹
(亻廿口夫隹,KjXkIqVh,nuó,CJK)	儺
(亻黑,KjXyUc,tǎng_tàng_chǎng,CJK)	儻
(亻吅厂ヿ耳攵,KjRuOyRy,yǎn,CJK)	儼
(亻田田田糸,KjSlSlHt,léi_lěi_luǒ,CJK)	儽
(亻十口冖吅井一𧘇,KjGlIqOr,nàng,CJK)	儾
(儿,Ah,ér_er_rén,CJK)	儿
(一儿,FhAh,wù_wū,CJK)	兀
(厶儿,NdAh,yǔn_yuán,CJK)	允
(旡,Ue,zān,CJK)	兂
(二儿,RlAh,yuán,CJK)	元
(口儿,IqAh,xiōng_kuàng,CJK)	兄
(儿,PdAh,chōng,CJK)	充
(儿冫,AhLvLv,zhào,CJK)	兆
(㐅凵儿,OsZvAh,xiōng,CJK)	兇
(⺧儿,LzAh,xiān,CJK)	先
(光,Sj,guāng_guàng,CJK)	光
(八厶儿,VyNdAh,duì,CJK)	兊
(古儿,QmAh,kè,CJK)	克
(八口儿,VyIqAh,duì,CJK)	兌
(儿,ZhAh,miǎn_wèn_wǎn,CJK)	免
(兎,Zh,tù,CJK)	兎
(厂⺊一儿,OyDhFhAh,cháng,CJK)	兏
(丨日儿,KsJeAh,ér,CJK)	児
(丷口儿,VyIqAh,duì_ruì_duó,CJK)	兑
(臼儿,WiAh,ér_ní,CJK)	兒
(旡旡,UeUe,jīn_zàn,CJK)	兓
(兔,Zh,tù_tú_chān,CJK)	兔
(一儿,ZvFhAh,sì,CJK)	兕
(六厶儿,CaNdAh,yǎn,CJK)	兖
(六口儿,CaIqAh,yǎn,CJK)	兗
(二儿厶口,RlAhNdIq,shǐ,CJK)	兘
(古儿十,QmAhGl,,CJK)	兙
(儿,XyAh,dǎng,CJK)	党
(古儿千,QmAhHc,qiān,CJK)	兛
(白コ儿,DyNgEhAh,dōu,CJK)	兜
(古儿八刀,QmAhVyKg,fēn,CJK)	兝
(古儿毛,QmAhOu,máo,CJK)	兞
(⺧儿⺧儿,LzAhLzAh,shēn,CJK)	兟
(白匕儿,DyNbHsAh,dōu,CJK)	兠
(古儿一白,QmAhFhDy,,CJK)	兡
(古儿古儿,QmAhQmAh,jīng,CJK)	兢
(古儿厂里,QmAhOyDn,lǐ,CJK)	兣
(光广黄,SjGpBx,huǎng,CJK)	兤
(入,Xj,rù,CJK)	入
(兦,Xc,wáng,CJK)	兦
(冂入,ZvXj,nèi,CJK)	內
(人王,SiGi,quán,CJK)	全
(一巾入入,FhUwXjXj,liǎng_liàng,CJK)	兩
(亼⺝巜,TuMdJv,yú_yù_shù_shū_zhū,CJK)	兪
(八,Vy,bā_bá,CJK)	八
(八厶,VyNd,gōng,CJK)	公
(六,Ca,liù_lù,CJK)	六
(八一ㄅ,VyFhPv,xī,CJK)	兮
(丷卩,VyWj,han,CJK)	兯
(丷三,VyQn,lán,CJK)	兰
(龷八,XkVy,gòng_gōng_gǒng_hóng,CJK)	共
(王八,GiVy,tiān,CJK)	兲
(䒑大,VyXi,guān,CJK)	关
(ツ,HgVy,xīng_xìng,CJK)	兴
(,OzVy,bīng,CJK)	兵
(,MzVy,qí_jī_jì,CJK)	其
(目,GyVy,jù,CJK)	具
(𠕁,JzVy,diǎn_tiǎn,CJK)	典
(䒑幺幺,VyBlBl,zī_cí,CJK)	兹
(八刀口匕,VyKgIqHs,fēn,CJK)	兺
(⺶㇏,IdOeKg,yǎng,CJK)	养
(䒑,VySiYv,jiān,CJK)	兼
(丷田一口,VySlFhIq,shòu,CJK)	兽
(丷田龷八,VySlXkVy,jì,CJK)	兾
(䒑扌丸云,VyPcTkPd,yì,CJK)	兿
(匕田龷八,NbHsSlVy,jì,CJK)	冀
(丷田十尸龷,VySlGlOr,chǎn,CJK)	冁
(冂,Zv,jiōng_jiǒng,CJK)	冂
(⺝,Md,mào,CJK)	冃
(冂二,ZvRl,rǎn,CJK)	冄
(冂人,ZvSi,nèi_nà_ruì,CJK)	内
(円,Md,yuán,CJK)	円
(𠂇冂,GlZv,mǎo,CJK)	冇
(冂㐅,ZvOs,gāng,CJK)	冈
(冂土,ZvBm,rǎn_nán_dān,CJK)	冉
(冊,Jz,cè,CJK)	冊
(冂口,ZvIq,jiōng_jiǒng,CJK)	冋
(册,Jz,cè_zhà,CJK)	册
(王冂,GiZv,zài,CJK)	再
(冎,Fv,guǎ,CJK)	冎
(冂八口,ZvVyIq,jiǒng_jiōng,CJK)	冏
(⺜⺝,JeMd,mào,CJK)	冐
(由⺝,IsMd,zhòu,CJK)	冑
(⺜目,JeGy,mào_mò,CJK)	冒
(井王冂,BzGiZv,gòu_gōu,CJK)	冓
(⺜口一𬺰,JeIqFhGl,xǔ,CJK)	冔
(⺜儿,JeZhAh,miǎn,CJK)	冕
(冖,Er,mì,CJK)	冖
(冖几,ErPs,rǒng,CJK)	冗
(冖儿,ErAh,yín_yóu,CJK)	冘
(冖一ㄅ一,ErFhPvFh,xiě_xiè,CJK)	写
(冖山,ErDs,kǎn,CJK)	冚
(冖车,ErYf,jūn,CJK)	军
(冖𧘇,ErOr,nóng,CJK)	农
(冖且,ErRh,yí,CJK)	冝
(冖米,ErMg,mí,CJK)	冞
(冖白匕,ErDyHs,shì,CJK)	冟
(冖二儿寸,ErRlAhLw,guān_guàn,CJK)	冠
(冖一豕,ErFhKt,méng,CJK)	冡
(冖豕丶,ErKtOe,zhǒng,CJK)	冢
(冖耳又,ErQgWi,jù,CJK)	冣
(冖兔,ErZh,yuān,CJK)	冤
(冖日六,ErJeCa,míng_mián_miàn,CJK)	冥
(冖二儿攴,ErRlAhRy,kòu,CJK)	冦
(冖木木,ErAjAj,lín,CJK)	冧
(冖一口田,ErFhIqSl,fù,CJK)	冨
(冖臼勹灬,ErWiSnYv,xiě,CJK)	冩
(冖艹日大巾,ErWhJeUw,mì,CJK)	冪
(冫,Lv,bīng_èr,CJK)	冫
(夂゛,JtLv,dōng,CJK)	冬
(大゛,XiLv,tài,CJK)	冭
(冫工,LvNv,gāng,CJK)	冮
(冫马,LvXh,féng_píng,CJK)	冯
(冫水,LvHg,bīng_níng,CJK)	冰
(冫一彑,LvFhSi,hù,CJK)	冱
(冫口丨,LvIqKs,chōng_chòng,CJK)	冲
(冫人,LvEhSi,jué,CJK)	决
(冫牙,LvYb,hù,CJK)	冴
(冫口儿,LvIqAh,kuàng,CJK)	况
(冫厶口,LvNdIq,yě,CJK)	冶
(冫亽龴,LvTuNd,lěng_líng_lǐng,CJK)	冷
(冫丷,LvVyPc,pàn,CJK)	冸
(冫𠂇又丶,LvGlWiOe,fú,CJK)	冹
(冫民,LvNs,mǐn,CJK)	冺
(冫小,LvLnOt,dòng,CJK)	冻
(冫⺧儿,LvLzAh,xiǎn_shěng,CJK)	冼
(冫歹刂,LvQmKg,liè,CJK)	冽
(冫亼口,LvTuIq,qià,CJK)	冾
(冫聿,LvUa,jiān,CJK)	冿
(冫⺈,LvRlUa,jìng_chēng,CJK)	净
(冫束,LvUh,sōu,CJK)	凁
(冫儿,LvZhAh,měi,CJK)	凂
(冫人禾,LvSiZp,tú,CJK)	凃
(冫一肀女,LvFhUaSm,qī,CJK)	凄
(冫囗古,LvUdQm,gù,CJK)	凅
(冫隹,LvVh,zhǔn,CJK)	准
(冫木八厶,LvAjVyNd,sōng,CJK)	凇
(冫爫,LvToUa,jìng,CJK)	凈
(冫小,LvWnOt,liáng_liàng,CJK)	凉
(冫龶⺝,LvZhMd,qìng,CJK)	凊
(冫⺆土口,LvZvBmIq,diāo,CJK)	凋
(冫土八夂,LvBmVyJt,líng_lìng,CJK)	凌
(冫木日,LvAjJe,dòng,CJK)	凍
(冫金,LvTk,gàn,CJK)	凎
(冫戊一口,LvUcFhIq,jiǎn,CJK)	减
(冫覀土,LvQpBm,yīn,CJK)	凐
(冫㇏一大,LvZhOeXi,còu,CJK)	凑
(冫山豆,LvDsEi,ái,CJK)	凒
(冫覀木,LvQpAj,lì,CJK)	凓
(冫人口,LvSiFkIq,chuàng_cāng,CJK)	凔
(冫冖日六,LvErJeCa,mǐng,CJK)	凕
(冫隹十,LvVhGl,zhǔn,CJK)	凖
(冫山隹,LvDsVh,cuī,CJK)	凗
(冫斤,LvMzVyOz,sī,CJK)	凘
(冫罒土,LvYtBmId,duó,CJK)	凙
(冫木木示,LvAjAjDd,jìn,CJK)	凚
(冫亠囗口示,LvUeUdDd,lǐn,CJK)	凛
(冫亠囗口禾,LvUeUdZp,lǐn,CJK)	凜
(冫匕矢龴疋,LvHsEuKf,níng,CJK)	凝
(冫丿臣巳灬,LvCkDzYv,xī,CJK)	凞
(冫士罒貝,LvMfYtIc,dú,CJK)	凟
(几,Ps,jǐ_jī,CJK)	几
(几丶,PsOe,fán,CJK)	凡
(丿几,CkPs,fán,CJK)	凢
(丨几,KsPs,fán,CJK)	凣
(几又,PsWi,fèng,CJK)	凤
(尸几,MzPs,jū,CJK)	凥
(夂几,JtPs,chǔ_chù,CJK)	処
(几巾,PsUw,zhēng,CJK)	凧
(几云,PsPd,fēng,CJK)	凨
(几木,PsAj,mù,CJK)	凩
(几止,PsLd,zhǐ,CJK)	凪
(鸟几,WlPs,fú,CJK)	凫
(几{凬字心},PsTe,fēng,CJK)	凬
(亻丿士几,KjCkMfPs,píng,CJK)	凭
(几一白,PsFhDy,fēng,CJK)	凮
(山己几,DsJcPs,kǎi,CJK)	凯
(几白王,PsDyGi,huáng,CJK)	凰
(山豆几,DsEiPs,kǎi,CJK)	凱
(几䒑,PsVySiYv,gān,CJK)	凲
(癶豆几,VyEiPs,dèng,CJK)	凳
(冫馬几,LvGbPs,píng,CJK)	凴
(凵,Zv,qiǎn_kǎn,CJK)	凵
(㐅凵,OsZv,xiōng,CJK)	凶
(土凵,BmZv,kuài,CJK)	凷
(一,ViFh,tū,CJK)	凸
(一,ZvFh,āo_wā,CJK)	凹
(屮凵,IaZv,chū,CJK)	出
(凵,PcZv,jī,CJK)	击
(水凵,HgZv,dàng,CJK)	凼
(乛氺凵,PvHgZv,hán,CJK)	函
(了口又凵,FuIqWiZv,hán,CJK)	凾
(业凵,OqIdZv,záo_zuò,CJK)	凿
(刀,Kg,dāo_diāo,CJK)	刀
(𠃌㇀,PvFh,diāo,CJK)	刁
(刂,Kg,dāo,CJK)	刂
(刀丶,KgOe,rèn,CJK)	刃
(刀丶,KgOe,rèn,CJK)	刄
(刀八,KgVy,chuāng,CJK)	刅
(八刀,VyKg,fēn_fèn_fén,CJK)	分
(七刀,LnKg,qiè_qiē_qì,CJK)	切
(乂刂,OsKg,yì,CJK)	刈
(𠂉乙刂,LdJgKg,jī,CJK)	刉
(干刂,LrKg,kān,CJK)	刊
(刂,HcKg,qiàn,CJK)	刋
(寸刂,LwKg,cǔn,CJK)	刌
(⺈彐,RlSi,chú,CJK)	刍
(勹刂,SnBlKg,wěn,CJK)	刎
(气刂,FqKg,jī,CJK)	刏
(⺆亠刂,ZvUeKg,dǎn,CJK)	刐
(一廾刂,FhWhKg,xíng,CJK)	刑
(戈刂,IeKg,huà_huá_guò_guǒ_huai,CJK)	划
(二儿刂,RlAhKg,wán,CJK)	刓
(人刂,EhSiKg,jué,CJK)	刔
(刀刀刀,KgKgKg,lí,CJK)	刕
(月刂,MdKg,yuè,CJK)	刖
(歹刂,QmKg,liè_lì,CJK)	列
(文刂,WmKg,liú,CJK)	刘
(贝刂,DjKg,zé,CJK)	则
(冂㐅刂,ZvOsKg,gāng,CJK)	刚
(人⺋刂,SiWjKg,chuàng_chuāng,CJK)	创
(弗刂,UvKg,fú,CJK)	刜
(衤刀,OrKg,chū,CJK)	初
(且刂,RhKg,qù,CJK)	刞
(刀口刂,KgIqKg,diāo,CJK)	刟
(册刂,JzKg,shān,CJK)	删
(民刂,NsKg,mǐn,CJK)	刡
(亽龴刂,TuNdKg,líng,CJK)	刢
(厶口刂,NdIqKg,zhōng,CJK)	刣
(丷刂,VyPcKg,pàn,CJK)	判
(口刀刂,IqKgKg,bié,CJK)	別
(土厶刂,BmNdKg,jié,CJK)	刦
(土厶刀,BmNdKg,jié,CJK)	刧
(勹巳刂,SnDuKg,páo_bào,CJK)	刨
(禾刂,ZpKg,lì,CJK)	利
(冊刂,JzKg,shān,CJK)	刪
(口力刂,IqAuKg,bié_biè,CJK)	别
(一戈刂,FhIeKg,chǎn_chàn,CJK)	刬
(ス工刂,WiNvKg,jǐng,CJK)	刭
(舌刂,VlKg,guā,CJK)	刮
({凬字心}一刂,TeFhKg,gēng,CJK)	刯
(至刂,CyKg,dào,CJK)	到
(井刀八,BzKgVy,chuàng,CJK)	刱
(土土刂,BmBmKg,kuī,CJK)	刲
(大二ㄅ刂,XiRlPvKg,kū_kōu,CJK)	刳
(乃木刂,ViAjKg,duò,CJK)	刴
(耳刂,QgKg,èr,CJK)	刵
(牛巾刂,LzUwKg,zhì,CJK)	制
(尸巾刂,MzUwKg,shuā_shuà,CJK)	刷
(丷夫刀,VySvKg,quàn_xuàn,CJK)	券
(㐅木刂,OsAjKg,shā_chà,CJK)	刹
(木冂刂,AjZvKg,cì_cī_qì,CJK)	刺
(亥刂,YgKg,kè_kēi,CJK)	刻
(土厶刀丶,BmNdKgOe,jié,CJK)	刼
(人云刂,SiPdKg,guì,CJK)	刽
(夫丷刂,SvVyKg,cì,CJK)	刾
(山夕刂,DsXuKg,guì,CJK)	刿
(山己刂,DsJcKg,kǎi,CJK)	剀
(几木刂,PsAjKg,duò,CJK)	剁
(齐刂,AeKg,jì,CJK)	剂
(丷𢎨刂,VyUvKg,tì,CJK)	剃
(一巛工刂,FhJvNvKg,jǐng,CJK)	剄
(豆刂,EiKg,lóu_dōu,CJK)	剅
(丶刂,OeTpKg,luǒ,CJK)	剆
(貝刂,IcKg,zé,CJK)	則
(口⺝刂,IqMdKg,yuān,CJK)	剈
(人人土刂,SiSiBmKg,cuò,CJK)	剉
(⺌⺝刂,OtMdKg,xuē_xiāo_qiào_shào,CJK)	削
(古儿刂,QmAhKg,kè_kēi,CJK)	剋
(束刂,UhKg,lá_là,CJK)	剌
