゛,Lv	⺀
米日木,MgJeAj	𥺰
米⺊一小又,MgDhFhWi	𥺱
米爫,MgToUa	𥺲
米口乚⺝,MgIqPvMd	𥺳
米亽ヿ心,MgTuPvNg	𥺴
米殳⺝,MgQiMd	𥺵
米尸矢,MgMzEu	𥺶
米尸屮凵,MgMzIaZv	𥺷
米巴日,MgEwJe	𥺸
米宀夕⺋,MgErXuWj	𥺹
米山立,MgDsYq	𥺺
米金,MgTk	𥺻
米一,MgFhWu	𥺼
米侖,MgSy	𥺽
米止⺝,MgLdMd	𥺾
米大可,MgXiZj	𥺿
米夂卜口,MgJtDhIq	𥻀
米山而,MgDsUa	𥻁
米束丷,MgUhVy	𥻂
米束刂,MgUhKg	𥻃
米匕白,MgHsHsDy	𥻄
米一口田,MgFhIqSl	𥻅
⺊龱米,DhLwMg	𥻆
米戊一口,MgUcFhIq	𥻇
米廿㇗木,MgXkPvAj	𥻈
米日勹亾,MgJeSnXc	𥻉
矢又米,HsEuWiMg	𥻊
米夕㐄,MgXuGjVy	𥻋
束刂米,UhKgMg	𥻌
米虫日,MgJwJe	𥻍
米龷八土,MgXkVyBm	𥻎
米田心,MgSlNg	𥻏
米尸米,MgMzMg	𥻐
米田⽱,MgSlFj	𥻑
米夕米,MgXuMg	𥻒
米二欠口,MgRlFyIq	𥻓
米廿十廾,MgXkGlWh	𥻔
米火未,MgYvJx	𥻕
米丷豕,MgVyKt	𥻖
米木日一,MgAjJeFh	𥻗
米夕㐄巛,MgXuGjJv	𥻘
米⺷大,MgIdXi	𥻙
米音,MgAr	𥻚
米西土,MgQpBm	𥻛
米田犬,MgSlLe	𥻜
米千里,MgHcDn	𥻝
米宀各,MgErQy	𥻞
米而大,MgUaXi	𥻟
米目小丿,MgGyOtCk	𥻠
米目,MgMzGy	𥻡
米口自,MgIqCj	𥻢
米扌土寸,MgPcBmLw	𥻣
米勹勹,MgSnIaIa	𥻤
米鬲,MgPw	𥻥
㐅木殳米,OsAjQiMg	𥻦
米䒑,MgVySiYv	𥻧
米十冖糸,MgGlErHt	𥻨
米冖日六,MgErJeCa	𥻩
米丨,MgPcPcVy	𥻪
米米,SiMgSiMg	𥻫
米隹又,MgVhWi	𥻬
米冖方,MgYqErMx	𥻭
米宀辛,MgErJt	𥻮
米口乚耳,MgIqPvQg	𥻯
米井王冂,MgBzGiZv	𥻰
米口貝,MgIqIc	𥻱
米人口,MgSiFkIq	𥻲
士示入米,MfDdXjMg	𥻳
一自夂米,FhCjJtMg	𥻴
米日土寸,MgJeBmLw	𥻵
米山豆,MgDsEi	𥻶
米白大十,MgDyXiGl	𥻷
米罒木一,MgYtAjFh	𥻸
米艹人木,MgWhSiAj	𥻹
米爫幺大,MgToBlXi	𥻺
米糹冂人,MgHtZvSi	𥻻
米烏,MgTz	𥻼
米犬士口,MgLeMfIq	𥻽
米米及,MgMgKd	𥻾
米亠㐅凵禸,MgUeOsFj	𥻿
米戊⺊一小,MgUcDhOt	𥼀
米亠幺冫十,MgUeBlGl	𥼁
米山隹,MgDsVh	𥼂
米龶貝,MgZhIc	𥼃
米禾米,MgZpMg	𥼄
牙攵厂米,YbRyOyMg	𥼅
士殳米,MfMzQiMg	𥼆
米癶山巾,MgVyDsUw	𥼇
米癶山,MgVyDsIa	𥼈
米龷八冂土,MgXkVyBm	𥼉
米广白丿十,MgGpDyGl	𥼊
未攵厂米,JxRyOyMg	𥼋
米广廿灬,MgGpXkYv	𥼌
米宀亻一白,MgErKjDy	𥼍
米䒑土土卜,MgVyBmDh	𥼎
米車牛,MgJlLz	𥼏
米吅示,MgRuDd	𥼐
米田米,MgSlMg	𥼑
身歹米,LcQmMg	𥼒
米卝勹用,MgWhSnQl	𥼓
米氵木斤,MgHgAjOz	𥼔
米⺮立,MgZiYq	𥼕
米𠂉母攵,MgLdQtRy	𥼖
米彑鹿,MgSiCu	𥼗
米幺幺戈人,MgBlBlSi	𥼘
米氺灬,MgSiHgYv	𥼙
米隹灬,MgVhYv	𥼚
毛毛毛米,OuOuOuMg	𥼛
米业⺶㇏,MgOqIdOe	𥼜
米人亠㐅凵禸,MgSiUeFj	𥼝
米灬,MgDmYv	𥼞
米丿皿丿,MgCkBkHg	𥼟
米非木,MgDmAj	𥼠
米⺈鹿,MgRlCu	𥼡
米⺿田木,MgWhSlAj	𥼢
米𠂉卌一灬,MgLdDsYv	𥼣
米斤,MgMzVyOz	𥼤
米一由勹灬,MgFhIsYv	𥼥
米一田一田,MgFhSlSl	𥼦
米⺿田木,MgWhSlAj	𥼧
米夕㐄米,MgXuGjMg	𥼨
米虫貝,MgJwIc	𥼩
米人人人人日,MgSiSiJe	𥼪
米夕夕米,MgXuXuMg	𥼫
米米米,MgMgMg	𥼬
米米夕㐄,MgMgXuGj	𥼭
米糹米,MgHtMg	𥼮
米黑,MgUc	𥼯
米癶豆,MgVyEi	𥼰
米丿大口冂口,MgCkXiIq	𥼱
米工耳攵,MgNvQgRy	𥼲
米一心,MgFhWuNg	𥼳
米門日,MgAcJe	𥼴
米戊𠃌皿,MgUcPvBk	𥼵
米罒土,MgYtBmId	𥼶
米亠囗口日一,MgUeUdFh	𥼷
米⻗亽龴,MgTfTuNd	𥼸
米臼土殳,MgWiBmQi	𥼹
米自辛,MgCjJt	𥼺
米冫欠貝,MgLvFyIc	𥼻
米甫方攵,MgGnMxRy	𥼼
米田,MgXySl	𥼽
米口吅木,MgIqRuAj	𥼾
臣宀女米,DzErSmMg	𥼿
屮凵米隹,IaZvMgVh	𥽀
米飠欠,MgOzFy	𥽁
臼土殳米,WiBmQiMg	𥽂
米自歹,MgCjQmHs	𥽃
米糹儿,MgHtWnAh	𥽄
米疒白丿十,MgXuDyGl	𥽅
米歺又米,MgQmWiMg	𥽆
米戊一口心,MgUcFhNg	𥽇
米曲豆,MgRwEi	𥽈
米罒大,MgYtXiId	𥽉
米丿米{癶变}㔾,MgCkMgWj	𥽊
米僉,MgOr	𥽋
米䒑自辶,MgVyCjLt	𥽌
米木木示,MgAjAjDd	𥽍
米女䒑,MgSmVyYv	𥽎
臣罒米,DzZiYtMg	𥽏
臣侖米,DzSyMg	𥽐
米非米,MgDmMg	𥽑
米廿廿木,MgXkXkAj	𥽒
米麻丿厶,MgOnCkNd	𥽓
米糹白巾,MgHtDyUw	𥽔
米宀示,MgErVyDd	𥽕
米幺幺一幺幺㇗,MgBlBlPv	𥽖
米白幺幺木,MgDyBlAj	𥽗
米卝罒戊丶,MgWhYtOe	𥽘
米田自犬,MgSlCjLe	𥽙
⺿田十皮米,WhSlGlMg	𥽚
米⻗工人人,MgTfNvSi	𥽛
米虍田心,MgQbSlNg	𥽜
米乛心夂,MgCuPvJt	𥽝
米黑土,MgUcBm	𥽞
米心夂,MgWvNgJt	𥽟
幺幺一幺幺㇗米㇗,BlBlFhPv	𥽠
八刀米田龷八,VyKgMgVy	𥽡
米木乂乂木大,MgAjOsXi	𥽢
米⻗火,MgTfSiYv	𥽣
支米田龷八,BhMgSlVy	𥽤
米⻗隹,MgTfVh	𥽥
业凵殳米,OqIdZvMg	𥽦
⺮大入米,ZiXiIdMg	𥽧
米麻石,MgOnQq	𥽨
米尸氺牛辶,MgMzHgLt	𥽩
米⺮馬,MgZiGb	𥽪
米廿口匕灬,MgXkIqYv	𥽫
米衣吅井一,MgOrRuFh	𥽬
米門束丷,MgAcUhVy	𥽭
米⻗弓弓弓,MgTfOdOd	𥽮
米面,MgTfHf	𥽯
米麻米,MgOnMg	𥽰
臼米厂生,WiMgYqDh	𥽱
业㡀米,OqKtMg	𥽲
米冖口耳,WiMgErQg	𥽳
米宀夂口宀各,MgErJtQy	𥽴
米糹土土土一儿,MgHtBmAh	𥽵
米覀白方攵,MgQpDyRy	𥽶
米⺧儿⺧儿貝,MgLzAhIc	𥽷
米糹言糸,MgHtMeHt	𥽸
覀米口吅木,QpMgIqAj	𥽹
米罒糹隹,MgYtHtVh	𥽺
米黑,MgXyUc	𥽻
米艹門隹,MgWhAcVh	𥽼
⺊龱米厂生,DhLwMgDh	𥽽
米木日木日日,MgAjJeJe	𥽾
业臼殳米,OqIdWiMg	𥽿
米覀女隹灬,MgQpSmYv	𥾀
米⺊𱕻日口凵亅,MgDhLwKs	𥾁
米口吅工人人,MgTfIqSi	𥾂
米言糹糹虫,MgMeHtJw	𥾃
⺊龱⺊龱⺊龱米,DhLwDhMg	𥾄
糹十,HtGl	𥾅
糹乚乚,HtPvPv	𥾆
糹了,HtFu	𥾇
糸,VyHt	𥾈
糹勹,HtSn	𥾉
糹几,HtPs	𥾊
糹乃,HtVi	𥾋
糹了㇀,HtFuFh	𥾌
糹干,HtLr	𥾍
糹丌,HtWh	𥾎
糹弓,HtOd	𥾏
糹弋,HtNd	𥾐
糹丿七,HtCkLn	𥾑
糹二亅,HtRlKs	𥾒
糹人丨,HtSiKs	𥾓
糹冂丿,HtZvCk	𥾔
糹一儿,HtFhAh	𥾕
糹,HtJv	𥾖
糹小,HtOt	𥾗
糹士,HtMf	𥾘
糹㸦,HtYb	𥾙
糹冖几,HtErPs	𥾚
糹七刀,HtLnKg	𥾛
㐅凵糸,OsZvHt	𥾜
糹一丨㇗𠃌,HtFhKsPv	𥾝
糹刀刀,HtKgKg	𥾞
二糸,RlKgHt	𥾟
糹刀八,HtKgVy	𥾠
糹勹二,HtSnRl	𥾡
糹冂二,HtZvRl	𥾢
糹支,HtBh	𥾣
糹又又,HtWiWi	𥾤
乂乂糸,OsOsHt	𥾥
糹二,HtRlKg	𥾦
糹一巾,HtFhUw	𥾧
糹气,HtFq	𥾨
⺁又糸,OyWiHt	𥾩
糹人゛,HtSiLv	𥾪
糹,HtZh	𥾫
糹一幺,HtFhBl	𥾬
糹爪,HtTo	𥾭
糹戈,HtIe	𥾮
糹弓丨,HtOdKs	𥾯
糹廿,HtXk	𥾰
糹扌乚,HtPcPv	𥾱
糹攴,HtRy	𥾲
糹一ㄅ儿,HtFhPvAh	𥾳
糹口乚,HtIqPv	𥾴
糹⺁又,HtOyWi	𥾵
糹月,HtMd	𥾶
糹丿廾,HtCkWh	𥾷
糹勹,HtSnBl	𥾸
糹手,HtPc	𥾹
糹人人,HtSiSi	𥾺
六糸,CaHt	𥾻
糹亠了,HtUeFu	𥾼
糹亠卜,HtUeDh	𥾽
糹亻卜,HtKjDh	𥾾
糹𠂉十,HtLdGl	𥾿
糹曰,HtRl	𥿀
糹王,HtGi	𥿁
糹心,HtNg	𥿂
力口糸,AuIqHt	𥿃
糹氏一,HtQuFh	𥿄
矢糸,EuHt	𥿅
糹𠃌一口,HtPvFhIq	𥿆
糹疋,HtKf	𥿇
糹丿𠂇又,HtCkGlWi	𥿈
糹一木,HtFhAj	𥿉
糹斤丶,HtOzOe	𥿊
糹厶廾,HtNdWh	𥿋
糹幺力,HtBlAu	𥿌
糹古,HtQm	𥿍
糹夕⺋,HtXuWj	𥿎
弗糸,UvHt	𥿏
糹亼一ㄅ,HtTuFhPv	𥿐
糹冊,HtJz	𥿑
糹冖几一,HtErPsFh	𥿒
糹㠯,HtUs	𥿓
糸土乂,HtBmOs	𥿔
糹⺊口,HtDhIq	𥿕
糹四,HtYt	𥿖
糹口八,HtIqVy	𥿗
糹禾,HtZp	𥿘
糹手,HtPc	𥿙
土刀糸,BmKgHt	𥿚
糹冂土,HtZvBm	𥿛
糹𠂉小,HtLdOt	𥿜
亻弋糸,KjNdHt	𥿝
糹亻也,HtKjHe	𥿞
凵木糸,ZvAjHt	𥿟
糸𠂇巾,HtGlUw	𥿠
糹尸,HtMzHs	𥿡
糹冖丿厶,HtErCkNd	𥿢
糹工一ㄅ,HtNvFhPv	𥿣
糹一,HtOzFh	𥿤
糹亻士,HtKjMf	𥿥
糹舟,HtLk	𥿦
糹丿冂口,HtCkZvIq	𥿧
糹夕口,HtXuIq	𥿨
二欠糸,RlFyHt	𥿩
糹亾,HtXcJv	𥿪
糹夕夕,HtXuXu	𥿫
糹䒑,HtVyIa	𥿬
糹㐅𠂇厶,HtOsGlNd	𥿭
糹弋工,HtNdNv	𥿮
糹⺁,HtOyOr	𥿯
糹乃木,HtViAj	𥿰
糹乃子,HtViYd	𥿱
糹コヿ土,HtEhPvBm	𥿲
糹丿龱,HtCkLw	𥿳
糹七木,HtLnAj	𥿴
糹厶𠂉十,HtNdLdGl	𥿵
糹而,HtUa	𥿶
糹刀丶刀丶,HtKgOeOe	𥿷
糹夂巾,HtJtUw	𥿸
糹亠,HtUeYv	𥿹
糹亡女,HtXcSm	𥿺
糸匕日,HtHsJe	𥿻
糹亡,HtXcJv	𥿼
糹宀女,HtErSm	𥿽
糹宀寸,HtErLw	𥿾
冖糸,YqErHt	𥿿
宀女糸,ErSmHt	𦀀
糹又又又,HtWiWiWi	𦀁
十戈糸,GlIeHt	𦀂
糹士巾,HtMfUw	𦀃
糹囗一儿,HtUdFhAh	𦀄
糹𠂉,HtLdGj	𦀅
糹⺈日,HtRlJe	𦀆
糹一八土,HtFhVyBm	𦀇
糹⺧儿,HtLzAh	𦀈
糹几木,HtPsAj	𦀉
糹大弓,HtXiOd	𦀊
糹冫水,HtLvHg	𦀋
糸女口,HtSmIq	𦀌
糹厂止,HtOyLd	𦀍
糹歹刂,HtQmKg	𦀎
糹丩攵,HtHtRy	𦀏
糹广土,HtGpBm	𦀐
糹文刂,HtWmKg	𦀑
⺜糹一𬺰,JeHtFhGl	𦀒
糹辛,HtJt	𦀓
糹由一ㄅ,HtIsFhPv	𦀔
糹口巴,HtIqEw	𦀕
糹土厶力,HtBmNdAu	𦀖
糹土,HtBmYv	𦀗
糹匕土,HtHsHsBm	𦀘
糹丿,HtCkLw	𦀙
糹口丿土,HtIqCkBm	𦀚
糹氵小丿,HtHgOtCk	𦀛
糹爿士,HtNbMf	𦀜
糹囗八冂,HtUdVyZv	𦀝
糹一冂巳一,HtFhZvFh	𦀞
氵小丿糸,HgOtCkHt	𦀟
糹,HtPdJv	𦀠
糹五口,HtJiIq	𦀡
糹𠂉疋,HtLdKf	𦀢
丿幺幺糸,CkBlBlHt	𦀣
日大糸,JeXiHt	𦀤
臼一糸,WiFhHt	𦀥
糹氏巾,HtQuUw	𦀦
刀口力糸,KgIqAuHt	𦀧
糹𠃌阝,HtPvPcTj	𦀨
糹卩丿龴又,HtWjCkWi	𦀩
糹亻白,HtKjDy	𦀪
糹广犬,HtGpLe	𦀫
糹丶艮,HtOeTp	𦀬
糹火口,HtYvIq	𦀭
糹文㐄,HtWmGj	𦀮
糹尸𠃌口,HtMzPvIq	𦀯
糹不土,HtCiBm	𦀰
㇗小糸,SiPvOtHt	𦀱
糹丿口,HtSiCkIq	𦀲
糹寸,HtZhLw	𦀳
糹⺿亡,HtWhXc	𦀴
糹吕丨,HtNfKs	𦀵
糹囗夫,HtUdSv	𦀶
糹厶儿夂,HtNdAhJt	𦀷
糹白儿,HtDyAh	𦀸
糹木寸,HtAjLw	𦀹
糹車,HtJl	𦀺
糹己攵,HtJcRy	𦀻
糹山冂人,HtDsZvSi	𦀼
糹⺧口,HtLzIq	𦀽
糹广木,HtGpAj	𦀾
糹尸毛,HtMzOu	𦀿
糹貝,HtIc	𦁀
糹忄ヿ土,HtNgPvBm	𦁁
糹亻丷,HtKjVyPc	𦁂
糹田,HtVySl	𦁃
糹辰,HtQn	𦁄
糹衤刀,HtOrKg	𦁅
糹一由厶,HtFhIsNd	𦁆
糹人゛心,HtSiLvNg	𦁇
糹穴土,HtZiBm	𦁈
糹立女,HtYqSm	𦁉
糹土土卜,HtBmBmDh	𦁊
立糸,YqHtIe	𦁋
糹亽ヿ云,HtTuPvPd	𦁌
糹爫丿士,HtToCkMf	𦁍
糹龷日,HtXkJe	𦁎
糹大日乚,HtXiJePv	𦁏
糹尸屮凵,HtMzIaZv	𦁐
糹大,HtXiId	𦁑
冂䒑糸亾,ZvVyHtXc	𦁒
戈糸,IePuHt	𦁓
糹一大心,HtFhXiNg	𦁔
糹勹心,HtSnBlNg	𦁕
糹宀由,HtErIs	𦁖
糹止小丿,HtLdOtCk	𦁗
歹攴糸,QmRyHt	𦁘
糹六厶儿,HtCaNdAh	𦁙
糹丨幺幺㇗,HtKsBlPv	𦁚
糹木,HtPdAj	𦁛
糹廿木,HtXkAj	𦁜
木子丿糸,AjYdCkHt	𦁝
心心糸,NgNgHt	𦁞
糹辰,HtQn	𦁟
糸日月,HtJeMd	𦁠
糹止龰,HtLdLd	𦁡
糹長,HtSi	𦁢
糹子瓜,HtYdQj	𦁣
糹亽ヿ心,HtTuPvNg	𦁤
糹一㡀,HtFhKt	𦁥
糹广⺊口,HtGpDhIq	𦁦
糹子皿,HtYdBk	𦁧
糹一口丨人゛,HtFhIqLv	𦁨
糹厂土土,HtOyBmBm	𦁩
糹土八土,HtBmVyBm	𦁪
耳又糸,QgWiHt	𦁫
龷日糸,XkJeHt	𦁬
糹虍又,HtQbWi	𦁭
糹勹二勹二,HtSnRlRl	𦁮
糹勹乂勹乂,HtSnOsOs	𦁯
糹由廾,HtIsWh	𦁰
糹士口儿,HtMfIqAh	𦁱
糹虎,HtQb	𦁲
糹禾子,HtZpYd	𦁳
糹丨,HtWiKs	𦁴
糹⺈臼,HtRlWi	𦁵
糹广人,HtGpSiSi	𦁶
糹方𠂇厶,HtMxGlNd	𦁷
糹亼口卩,HtTuIqWj	𦁸
糹亠亻,HtUeKjMd	𦁹
糹門,HtAc	𦁺
糹白工,HtDyNv	𦁻
糹木攵,HtAjRy	𦁼
糹日王,HtJeGi	𦁽
糹工冂大,HtNvZvXi	𦁾
糹女古,HtSmQm	𦁿
糹广廿又,HtGpXkWi	𦂀
糹丷豕,HtVyKt	𦂁
糹耂宀丁,HtRiErUe	𦂂
糹丁,HtWnUe	𦂃
糹匕白,HtHsHsDy	𦂄
糹厶口木,HtNdIqAj	𦂅
糹囗口廴,HtUdIqVv	𦂆
糹虍攵,HtQbRy	𦂇
糹由⺝,HtIsMd	𦂈
糹千臼,HtHcWi	𦂉
糹亠日夂,HtUeJeJt	𦂊
糹尸木,HtMzHsAj	𦂋
土土寸糸,BmBmLwHt	𦂌
糹⺿𠂇口,HtWhGlIq	𦂍
禾火糸,ZpYvHt	𦂎
糹火禾,HtYvZp	𦂏
糹⺈厂矢,HtRlOyEu	𦂐
糹夕士口,HtXuMfIq	𦂑
糹䒑月刂,HtVyMdKg	𦂒
糹艹弗,HtWhUv	𦂓
糹儿力,HtZhAhAu	𦂔
糹田⽱,HtSlFj	𦂕
糹丿田廾,HtCkSlWh	𦂖
⺌⺼刂糸,OtMdKgHt	𦂗
糹匚コ木,HtEhEhAj	𦂘
糹丷夫土,HtVySvBm	𦂙
糹𠂉⺌⺝,HtLdOtMd	𦂚
糹方𠂉也,HtMxLdHe	𦂛
糹丿大,HtCkXiId	𦂜
糹口乚⺝,HtIqPvMd	𦂝
夕糸糸,XuHtHt	𦂞
戶夂゛糸,FkJtLvHt	𦂟
糹亠日小,HtUeJeOt	𦂠
糹大羊,HtXiId	𦂡
糹丿田丌,HtCkSlWh	𦂢
糹山幺幺,HtDsBlBl	𦂣
糹尸䒑廾,HtMzVyWh	𦂤
糹石水,HtQqHg	𦂥
糹宀各,HtErQy	𦂦
糹丶阝,HtOeTpTj	𦂧
糹宀一白,HtErFhDy	𦂨
糹聿廴,HtUaVv	𦂩
糹甫力,HtGnAu	𦂪
糹耳阝,HtQgTj	𦂫
糹西匕乚,HtQpHsPv	𦂬
糹⺿可,HtWhZj	𦂭
糹𱕻,HtLw	𦂮
糹人゛,HtZhSiLv	𦂯
糹一又,HtPcFhWi	𦂰
糹風,HtUy	𦂱
糹一㡀,HtFhKt	𦂲
臣糸,DzZiHt	𦂳
糹冂乂乂山,HtZvOsDs	𦂴
糹彳丷疋,HtJbVyKf	𦂵
糹可,HtYqZj	𦂶
糹弓,HtOdLw	𦂷
糸白辶,HtDyLt	𦂸
糸飛,HtDp	𦂹
糹音,HtAr	𦂺
糹彳聿,HtJbUa	𦂻
糹㇗,HtMzVyPv	𦂼
糹穴犬,HtZiLe	𦂽
糹丿夫辶,HtCkSvLt	𦂾
糹十冖子力,HtGlErAu	𦂿
糹彳土寸,HtJbBmLw	𦃀
糹谷卩,HtPuWj	𦃁
糸,DzZiHt	𦃂
亻人人人人糸,KjSiSiHt	𦃃
糹匚,HtEhDm	𦃄
龶糸各,ZhHtQy	𦃅
十冖糸各,GlErHtQy	𦃆
糹⺁虎,HtOyQb	𦃇
糹丨又,HtWiKsWi	𦃈
糹丿大䒑,HtCkXiIa	𦃉
糹覀木,HtQpAj	𦃊
糹丿龱匕,HtCkLwHs	𦃋
糹冖巾又,HtSiErWi	𦃌
糹丿廾,HtCkLwWh	𦃍
糹耳戈,HtQgIe	𦃎
糹㐅木殳,HtOsAjQi	𦃏
糹又丶丶虫,HtWiOeJw	𦃐
糹⺿亡,HtWhXcJv	𦃑
糹屮凵示,HtIaZvDd	𦃒
糹卯田,HtFmSl	𦃓
糹鬲,HtPw	𦃔
糹卵心,HtTlNg	𦃕
糹火火刂,HtYvYvKg	𦃖
䒑月糸,VyIaMdHt	𦃗
糹尸辛,HtMzJt	𦃘
日龷八糸,JeXkVyHt	𦃙
人人人人人糸,SiSiSiHt	𦃚
糹谷阝,HtPuTj	𦃛
糹⺿勹日,HtWhSnJe	𦃜
糹艹糸,HtWhHt	𦃝
糹丿龱心,HtCkLwNg	𦃞
爫糹糸,ToHtHt	𦃟
糹田虫,HtSlJw	𦃠
糹夂糸,HtJtHt	𦃡
厂臣又糸,OyDzWiHt	𦃢
糹𠂇口冂口,HtGlIqIq	𦃣
予丿夂力糸,MaCkJtHt	𦃤
糹勹缶,HtSnUsJv	𦃥
古口冖糸,QmIqErHt	𦃦
糹白石,HtDyQq	𦃧
糹臼木,HtWiAj	𦃨
糹田八夂,HtSlVyJt	𦃩
糹井王冂,HtBzGiZv	𦃪
糹勹母,HtSnQtJv	𦃫
糹亻丨夂⺝,HtKjKsMd	𦃬
糸山,HtTlDs	𦃭
糹艹亥,HtWhYg	𦃮
糹田皮,HtSlEm	𦃯
糹罒日乚,HtYtJePv	𦃰
糹丿大羊,HtCkXiId	𦃱
糹宀豕,HtErKt	𦃲
糹亠心,HtUeYvNg	𦃳
糹民田,HtNsSl	𦃴
糹工几丶心,HtNvPsNg	𦃵
糹匚隹,HtEhVh	𦃶
糹匚日丿廾,HtEhJeWh	𦃷
糹耳火,HtQgYv	𦃸
糹人口,HtSiFkIq	𦃹
糹亻丨矢,HtKjKsEu	𦃺
糹日儿冫,HtJeAhLv	𦃻
糹冖日六,HtErJeCa	𦃼
糹巛口巴,HtJvIqEw	𦃽
糹歹刂灬,HtQmKgYv	𦃾
糹罒土厶,HtYtBmNd	𦃿
糹馬,HtGb	𦄀
糹艮辶,HtTpLt	𦄁
糹冖巾,HtDsErUw	𦄂
糹扌斤口,HtPcOzIq	𦄃
糹丿口阝,HtSiCkTj	𦄄
糹戊一火,HtUcFhYv	𦄅
糹土里,HtBmDn	𦄆
糹氵日土,HtHgJeBm	𦄇
糹金刂,HtTkKg	𦄈
戊⺊一小糸,UcDhFhHt	𦄉
户攵口糸,FkRyIqHt	𦄊
糹鳥,HtTl	𦄋
糹土八土丸,HtBmVyTk	𦄌
糹大乂乂乂乂,HtXiOsOs	𦄍
糹宀耳又,HtErQgWi	𦄎
糹木⺌⺝,HtAjOtMd	𦄏
鹿糸,CuHt	𦄐
糹丰丰,HtZhZhSi	𦄑
糹匚户𠕁,HtEhFkJz	𦄒
糹白コ儿,HtDyNgAh	𦄓
糹穴至,HtZiCy	𦄔
糹非土,HtDmBm	𦄕
糹西大゛,HtQpXiLv	𦄖
糹木貝,HtAjIc	𦄗
糹爫豕,HtToKt	𦄘
糹⺮一止,HtZiFhLd	𦄙
糹彡龰人人,HtBlLdSi	𦄚
糹吅田,HtRuSl	𦄛
糹丰刀示,HtZhKgDd	𦄜
糹广廿灬,HtGpXkYv	𦄝
糹門口,HtAcIq	𦄞
糸厂户𠕁,HtOyFkJz	𦄟
言冂人糸,MeZvSiHt	𦄠
糹日皿刀,HtJeBkKg	𦄡
糹广肀用,HtGpUaQl	𦄢
糹衣儿口,HtOrAhIq	𦄣
糹戊臣,HtUcDz	𦄤
糹又又士心,HtWiWiNg	𦄥
糹疋虫,HtKfJw	𦄦
糹一曲日,HtFhRwJe	𦄧
糹士冖糸,HtMfErHt	𦄨
糹龷日刀丶,HtXkJeOe	𦄩
糹尸⺌二,HtMzOtRl	𦄪
糹艹爫女,HtWhToSm	𦄫
糹山日匕,HtDsJeHs	𦄬
糹禾乃辶,HtZpViLt	𦄭
糹爫冖㠯,HtToErUs	𦄮
十田寸糸,GlSlNdHt	𦄯
糹囗戈口一,HtUdIeFh	𦄰
糹亻一冂人攴,HtKjFhRy	𦄱
糹宀亻一囗人,HtErKjSi	𦄲
米人糸,SiMgSiHt	𦄳
糹斉小,HtAeOt	𦄴
糹丿米心,HtCkMgNg	𦄵
糹口艹人,HtIqWhKg	𦄶
糹龴用辶,HtNdQlLt	𦄷
糹言八厶,HtMeVyNd	𦄸
糹扌⺊日十,HtPcDhGl	𦄹
糹丶月,HtOeTpMd	𦄺
糹毌貝,HtSfIc	𦄻
糹彡頁,HtBlWv	𦄼
糹氵匚コ木,HtHgEhAj	𦄽
糹业⺶㇏,HtOqIdOe	𦄾
糹黑,HtUc	𦄿
糹工口寸,HtSiNvLw	𦅀
糹大耂日,HtXiRiJe	𦅁
糹爫丿ヿヿヿ灬,HtToCkYv	𦅂
糹隹灬,HtVhYv	𦅃
糹⺝攵,HtPdMdRy	𦅄
糹立里,HtYqDn	𦅅
糹丷酉大,HtVyTiXi	𦅆
糹土吅,HtBmRuOr	𦅇
糹壴彡,HtHsBl	𦅈
糹尸丿口⽱,HtMzCkFj	𦅉
糹人人人人日,HtSiSiJe	𦅊
糹夫夫心,HtSvSvNg	𦅋
糹丷夫糸,HtVySvHt	𦅌
糹厶厶厶糸,HtNdNdHt	𦅍
糹一由勹灬,HtFhIsYv	𦅎
糹而而,HtUaUa	𦅏
⺊一糸頁,DhFhHtWv	𦅐
糹彳⺁十目,HtJbOyGy	𦅑
糹厶厶厶人⺗,HtNdNdNg	𦅒
彡頁糸,BlWvHt	𦅓
黑糸,UcHt	𦅔
十冖糸⺊日十,GlErHtGl	𦅕
糹亼口羽,HtTuIqEh	𦅖
糹⺷冫欠,HtIdLvFy	𦅗
糹門日,HtAcJe	𦅘
糹文,HtTfWm	𦅙
牛口丿糸,MdLzIqHt	𦅚
糹工几丶寸,HtSiNvLw	𦅛
糹宀一丿皿丁,HtErFhUe	𦅜
糹羊目,HtIdGy	𦅝
糹十戈衣,HtGlIeOr	𦅞
糹厂田皿,HtOySlBk	𦅟
糹艹艹,HtWhPcWh	𦅠
糹日小,HtJeWnOt	𦅡
糹艹勹心,HtWhSnNg	𦅢
糹山一丿士攵,HtDsFhRy	𦅣
糹門文,HtAcWm	𦅤
糹亀,HtSi	𦅥
糹夫夫日,HtSvSvJe	𦅦
糹业㡀,HtOqKt	𦅧
彡糸頁,BlHtWv	𦅨
糹亼由日,HtTuIsJe	𦅩
人人人人人人糸,SiSiSiHt	𦅪
龶糸亼口卩,ZhHtTuWj	𦅫
大㇈糸,XiIdPvHt	𦅬
糹阝丷豕,HtTjVyKt	𦅭
糹人人人人人十,HtSiSiGl	𦅮
糹⺮土寸,HtZiBmLw	𦅯
糹覀日十,HtQpJeGl	𦅰
糹虫丿未,HtJwCkJx	𦅱
糹走戉,HtQoUc	𦅲
糹丿,HtCkLwWh	𦅳
尸毛糹氏一,MzOuHtFh	𦅴
糹止戊一,HtLdUcLd	𦅵
糹⺿日勹亾,HtWhJeXc	𦅶
糹⺿耂日,HtWhRiJe	𦅷
